date,wti,brent,dubai
2020-09-15,38.28,40.53,39.24
2020-09-16,40.16,42.22,41.21
2020-09-17,40.97,43.3,41.67
2020-09-18,41.11,43.15,43.02
2020-09-21,39.31,41.44,41.63
2020-09-22,39.6,41.72,41.14
2020-09-23,39.93,41.77,41.38
2020-09-24,40.31,41.94,41.21
2020-09-25,40.25,41.92,41.98
2020-09-28,40.6,42.43,41.41
2020-09-29,39.29,41.03,41.87
2020-09-30,40.22,40.95,40.36
2020-10-01,38.72,40.93,41.12
2020-10-02,37.05,39.27,38.62
2020-10-05,39.22,41.29,39.27
2020-10-06,40.67,42.65,40.55
2020-10-07,39.95,41.99,41.24
2020-10-08,41.19,43.34,41.46
2020-10-09,40.6,42.85,42.06
2020-10-12,39.43,41.72,41.28
2020-10-13,40.2,42.45,41.19
2020-10-14,41.04,43.32,41.62
2020-10-15,40.96,43.16,42.01
2020-10-16,40.88,42.93,41.88
2020-10-19,40.83,42.62,41.77
2020-10-20,41.46,43.16,41.58
2020-10-21,40.03,41.73,41.71
2020-10-22,40.64,42.46,41.36
2020-10-23,39.85,41.77,41.67
2020-10-26,38.56,40.46,39.84
2020-10-27,39.57,41.2,39.9
2020-10-28,37.39,39.12,39.27
2020-10-29,36.17,37.65,38.26
2020-10-30,35.79,37.46,37.18
2020-11-02,36.81,38.98,36.3
2020-11-03,37.66,39.71,39.52
2020-11-04,39.15,41.23,39.76
2020-11-05,38.79,40.93,40.69
2020-11-06,37.14,39.45,40.57
2020-11-09,40.29,42.4,40.34
2020-11-10,41.36,43.61,42.49
2020-11-11,41.45,43.8,44.44
2020-11-12,41.12,43.53,43.95
2020-11-13,40.13,42.78,43.15
2020-11-16,41.34,43.82,43.74
2020-11-17,41.43,43.75,43.87
2020-11-18,41.82,44.34,43.78
2020-11-19,41.74,44.2,44
2020-11-20,42.15,44.96,44.19
2020-11-23,43.06,46.06,45.61
2020-11-24,44.91,47.86,45.86
2020-11-25,45.71,48.61,47.87
2020-11-26,45.71,47.8,47.49
2020-11-27,45.53,48.18,47.13
2020-11-30,45.34,47.59,47.02
2020-12-01,44.55,47.42,47.59
2020-12-02,45.28,48.25,47.08
2020-12-03,45.64,48.71,48.06
2020-12-04,46.26,49.25,49.04
2020-12-07,45.76,48.79,48.29
2020-12-08,45.6,48.84,48.3
2020-12-09,45.52,48.86,49.14
2020-12-10,46.78,50.25,49.03
2020-12-11,46.57,49.97,50.47
2020-12-14,46.99,50.29,50.65
2020-12-15,47.62,50.76,50.17
2020-12-16,47.82,51.08,50.85
2020-12-17,48.36,51.5,51.46
2020-12-18,49.1,52.26,51.11
2020-12-21,47.74,50.91,50.26
2020-12-22,47.02,50.08,49.75
2020-12-23,48.12,51.2,49.61
2020-12-24,48.23,51.29,51.28
2020-12-28,47.62,50.89,51.07
2020-12-29,48,51.09,50.97
2020-12-30,48.4,51.34,51.05
2020-12-31,48.52,51.8,51.14
2021-01-04,47.62,51.09,52.49
2021-01-05,49.93,53.6,50.5
2021-01-06,50.63,54.3,53.51
2021-01-07,50.83,54.38,54.52
2021-01-08,52.24,55.99,54.58
2021-01-11,52.25,55.66,55.33
2021-01-12,53.21,56.58,55.71
2021-01-13,52.91,56.06,56.44
2021-01-14,53.57,56.42,55.7
2021-01-15,52.36,55.1,55.39
2021-01-18,52.36,54.75,54.19
2021-01-19,52.98,55.9,55.19
2021-01-20,53.24,56.08,56.24
2021-01-21,53.13,56.1,55.49
2021-01-22,52.27,55.41,55.2
2021-01-25,52.77,55.88,55.41
2021-01-26,52.61,55.91,55.32
2021-01-27,52.85,55.81,55.74
2021-01-28,52.34,55.53,54.77
2021-01-29,52.2,55.88,54.65
2021-02-01,53.55,56.35,55
2021-02-02,54.76,57.46,56.77
2021-02-03,55.69,58.46,57.64
2021-02-04,56.23,58.84,58.36
2021-02-05,56.85,59.34,58.94
2021-02-08,57.97,50.56,59.8
2021-02-09,58.36,61.09,60.49
2021-02-10,58.68,61.47,60.39
2021-02-11,58.24,61.14,60.54
2021-02-12,59.47,62.43,60.54
2021-02-15,59.47,63.3,62.48
2021-02-16,60.05,63.35,62.3
2021-02-17,61.14,64.34,62.8
2021-02-18,60.52,63.93,63.26
2021-02-19,59.24,62.91,60.83
2021-02-22,61.49,65.24,61.28
2021-02-23,61.67,65.37,63.54
2021-02-24,63.22,67.04,62.89
2021-02-25,63.53,66.88,65.39
2021-02-26,61.5,64.42,64.29
2021-03-01,60.64,63.69,64.23
2021-03-02,59.75,62.7,61.41
2021-03-03,61.28,64.07,61.44
2021-03-04,63.83,66.74,63.11
2021-03-05,66.09,69.36,66.37
2021-03-08,65.05,68.24,68.32
2021-03-09,64.01,67.52,66.4
2021-03-10,64.44,67.9,65.3
2021-03-11,66.02,69.63,66.82
2021-03-12,65.61,69.22,67.9
2021-03-15,65.39,68.88,68.25
2021-03-16,64.8,68.39,66.46
2021-03-17,64.6,68,66.57
2021-03-18,60,63.28,65.29
2021-03-19,61.42,64.53,62.2
2021-03-22,61.55,64.62,63.18
2021-03-23,57.76,60.79,63
2021-03-24,61.18,64.41,60.98
2021-03-25,58.56,61.95,62.43
2021-03-26,60.97,64.57,62.07
2021-03-29,61.56,64.98,63.11
2021-03-30,60.55,64.14,63.9
2021-03-31,59.16,63.54,63.36
2021-04-01,61.45,64.86,61.51
2021-04-05,58.65,62.15,61.91
2021-04-06,59.33,62.74,61.34
2021-04-07,59.77,63.16,60.88
2021-04-08,59.6,63.2,61.24
2021-04-09,59.32,62.95,60.94
2021-04-12,59.7,63.28,61.1
2021-04-13,60.18,63.67,61.58
2021-04-14,63.15,66.58,62.56
2021-04-15,63.46,66.94,64.17
2021-04-16,63.13,66.77,65.12
2021-04-19,63.38,67.05,64.83
2021-04-20,62.44,66.57,65.74
2021-04-21,61.35,65.32,63.71
2021-04-22,61.43,65.4,62.25
2021-04-23,62.14,66.11,62.93
2021-04-26,61.91,65.65,62.37
2021-04-27,62.94,66.42,63.27
2021-04-28,63.86,67.27,63.57
2021-04-29,65.01,68.56,65.1
2021-04-30,63.58,67.25,65.27
